Year,Month,Anomaly,Unc.,Anomaly,Unc.
1951,8,0.187,0.128,0.102,0.072
1951,9,0.096,0.108,0.108,0.072
1951,10,0.21,0.099,0.118,0.072
1951,11,0.004,0.092,0.11,0.073
1951,12,0.201,0.091,0.107,0.073
1952,1,0.194,0.086,0.113,0.074
1952,2,0.158,0.09,0.108,0.075
1952,3,-0.071,0.089,0.11,0.075
1952,4,0.093,0.116,0.098,0.075
1952,5,0.066,0.131,0.09,0.076
1952,6,0.099,0.117,0.081,0.076
1952,7,0.124,0.151,0.073,0.077
1952,8,0.117,0.151,0.076,0.077
1952,9,0.121,0.122,0.09,0.077
1952,10,0.071,0.105,0.109,0.077
1952,11,-0.089,0.104,0.125,0.077
1952,12,0.087,0.098,0.138,0.078
1953,1,0.1,0.094,0.138,0.078
1953,2,0.195,0.094,0.141,0.078
1953,3,0.102,0.095,0.141,0.078
1953,4,0.312,0.116,0.145,0.078
1953,5,0.256,0.133,0.152,0.078
1953,6,0.255,0.122,0.157,0.078
1953,7,0.134,0.151,0.131,0.078
1953,8,0.15,0.152,0.11,0.078
1953,9,0.118,0.125,0.093,0.078
1953,10,0.126,0.103,0.067,0.078
1953,11,-0.005,0.102,0.044,0.077
1953,12,0.141,0.099,0.019,0.077
1954,1,-0.207,0.092,-0.001,0.076
1954,2,-0.063,0.094,-0.019,0.076
1954,3,-0.095,0.091,-0.036,0.075
1954,4,-0.004,0.11,-0.038,0.075
1954,5,-0.026,0.115,-0.024,0.075
1954,6,-0.039,0.109,-0.041,0.074
1954,7,-0.108,0.127,-0.006,0.074
1954,8,-0.071,0.127,-0.012,0.074
1954,9,-0.077,0.111,-0.027,0.074
1954,10,0.095,0.095,-0.038,0.074
1954,11,0.162,0.091,-0.051,0.074
1954,12,-0.066,0.093,-0.052,0.073
1955,1,0.215,0.083,-0.051,0.073
1955,2,-0.132,0.085,-0.034,0.073
1955,3,-0.27,0.081,-0.041,0.073
1955,4,-0.139,0.097,-0.048,0.072
1955,5,-0.18,0.11,-0.081,0.072
1955,6,-0.049,0.099,-0.095,0.072
1955,7,-0.098,0.115,-0.119,0.071
1955,8,0.135,0.115,-0.121,0.071
1955,9,-0.163,0.095,-0.117,0.07
1955,10,0.01,0.083,-0.125,0.069
1955,11,-0.24,0.085,-0.131,0.069
1955,12,-0.231,0.086,-0.138,0.069
1956,1,-0.071,0.074,-0.138,0.068
1956,2,-0.155,0.073,-0.174,0.068
1956,3,-0.226,0.074,-0.179,0.068
1956,4,-0.228,0.077,-0.203,0.067
1956,5,-0.261,0.09,-0.197,0.067
1956,6,-0.13,0.085,-0.178,0.066
1956,7,-0.098,0.085,-0.182,0.066
1956,8,-0.295,0.081,-0.172,0.066
1956,9,-0.221,0.074,-0.162,0.066
1956,10,-0.277,0.073,-0.139,0.066
1956,11,-0.173,0.072,-0.106,0.065
1956,12,-0.004,0.067,-0.079,0.065
1957,1,-0.116,0.075,-0.072,0.065
1957,2,-0.039,0.067,-0.035,0.064
1957,3,-0.097,0.065,-0.01,0.064
1957,4,0.043,0.068,0.022,0.064
1957,5,0.134,0.075,0.041,0.065
1957,6,0.197,0.077,0.054,0.064
1957,7,-0.019,0.116,0.093,0.064
1957,8,0.151,0.073,0.113,0.063
1957,9,0.083,0.096,0.129,0.063
1957,10,0.098,0.082,0.127,0.063
1957,11,0.058,0.089,0.122,0.063
1957,12,0.148,0.062,0.101,0.062
1958,1,0.363,0.068,0.101,0.06
1958,2,0.191,0.074,0.083,0.061
1958,3,0.104,0.063,0.067,0.061
1958,4,0.021,0.079,0.063,0.061
1958,5,0.072,0.075,0.063,0.061
1958,6,-0.063,0.073,0.058,0.061
1958,7,-0.009,0.095,0.037,0.061
1958,8,-0.065,0.079,0.025,0.062
1958,9,-0.114,0.076,0.027,0.061
1958,10,0.047,0.069,0.041,0.061
1958,11,0.056,0.079,0.043,0.061
1958,12,0.091,0.077,0.056,0.061
1959,1,0.116,0.076,0.059,0.061
1959,2,0.042,0.071,0.065,0.061
1959,3,0.131,0.072,0.065,0.061
1959,4,0.187,0.067,0.06,0.061
1959,5,0.098,0.073,0.044,0.061
1959,6,0.087,0.074,0.039,0.061
1959,7,0.032,0.083,0.029,0.06
1959,8,0.002,0.072,0.035,0.06
1959,9,-0.107,0.081,-0.004,0.06
1959,10,-0.014,0.066,-0.032,0.06
1959,11,-0.132,0.068,-0.046,0.06
1959,12,0.025,0.072,-0.053,0.061
1960,1,0.001,0.072,-0.06,0.059
1960,2,0.112,0.077,-0.053,0.061
1960,3,-0.341,0.065,-0.038,0.06
1960,4,-0.15,0.068,-0.032,0.059
1960,5,-0.062,0.081,-0.034,0.059
1960,6,-0.007,0.083,-0.018,0.059
1960,7,-0.045,0.066,-0.013,0.058
1960,8,0.088,0.077,-0.008,0.057
1960,9,0.064,0.066,0.023,0.056
1960,10,0.068,0.066,0.048,0.055
1960,11,-0.164,0.064,0.067,0.055
1960,12,0.224,0.058,0.079,0.052
1961,1,0.062,0.054,0.084,0.052
1961,2,0.173,0.053,0.079,0.05
1961,3,0.027,0.06,0.078,0.05
1961,4,0.147,0.069,0.069,0.048
1961,5,0.17,0.068,0.084,0.048
1961,6,0.129,0.079,0.056,0.047
1961,7,0.024,0.061,0.056,0.046
1961,8,0.02,0.071,0.051,0.046
1961,9,0.052,0.066,0.059,0.046
1961,10,-0.038,0.061,0.05,0.047
1961,11,0.02,0.047,0.026,0.047
1961,12,-0.118,0.051,0.017,0.046
1962,1,0.066,0.054,0.009,0.046
1962,2,0.116,0.054,0.003,0.045
1962,3,0.114,0.051,-0.009,0.045
1962,4,0.044,0.05,-0.009,0.046
1962,5,-0.115,0.056,-0.01,0.047
1962,6,0.015,0.098,0.001,0.046
1962,7,-0.065,0.057,-0.005,0.046
1962,8,-0.059,0.061,-0.005,0.046
1962,9,-0.09,0.091,-0.034,0.045
1962,10,-0.032,0.076,-0.044,0.044
1962,11,0.011,0.053,-0.042,0.044
1962,12,0.011,0.059,-0.045,0.044
1963,1,-0.008,0.058,-0.033,0.044
1963,2,0.114,0.053,-0.007,0.045
1963,3,-0.231,0.049,0.015,0.047
1963,4,-0.075,0.083,0.03,0.048
1963,5,-0.094,0.061,0.038,0.048
1963,6,-0.022,0.07,0.041,0.048
1963,7,0.074,0.066,0.035,0.049
1963,8,0.259,0.062,0.016,0.048
1963,9,0.179,0.088,0.01,0.048
1963,10,0.138,0.057,-0.012,0.047
1963,11,0.112,0.062,-0.028,0.047
1963,12,0.043,0.058,-0.03,0.047
1964,1,-0.07,0.065,-0.043,0.046
1964,2,-0.119,0.053,-0.088,0.047
1964,3,-0.302,0.049,-0.131,0.045
1964,4,-0.345,0.075,-0.166,0.044
1964,5,-0.283,0.051,-0.196,0.043
1964,6,-0.039,0.058,-0.219,0.043
1964,7,-0.091,0.057,-0.215,0.043
1964,8,-0.278,0.145,-0.219,0.043
1964,9,-0.34,0.065,-0.21,0.043
1964,10,-0.28,0.051,-0.197,0.043
1964,11,-0.25,0.05,-0.18,0.044
1964,12,-0.231,0.049,-0.185,0.047
1965,1,-0.025,0.051,-0.19,0.045
1965,2,-0.166,0.053,-0.171,0.043
1965,3,-0.187,0.063,-0.159,0.043
1965,4,-0.195,0.048,-0.137,0.043
1965,5,-0.083,0.106,-0.121,0.044
1965,6,-0.092,0.095,-0.102,0.044
1965,7,-0.149,0.11,-0.112,0.044
1965,8,-0.057,0.056,-0.101,0.044
1965,9,-0.198,0.074,-0.091,0.046
1965,10,-0.008,0.06,-0.077,0.047
1965,11,-0.063,0.088,-0.078,0.05
1965,12,0.001,0.061,-0.07,0.057
1966,1,-0.149,0.053,-0.049,0.054
1966,2,-0.034,0.061,-0.047,0.055
1966,3,-0.062,0.059,-0.03,0.053
1966,4,-0.026,0.05,-0.042,0.051
1966,5,-0.099,0.061,-0.039,0.048
1966,6,0.006,0.084,-0.039,0.047
1966,7,0.103,0.068,-0.033,0.047
1966,8,-0.036,0.061,-0.05,0.047
1966,9,0.003,0.058,-0.041,0.046
1966,10,-0.15,0.069,-0.039,0.045
1966,11,-0.023,0.05,-0.013,0.045
1966,12,-0.002,0.051,-0.014,0.044
1967,1,-0.081,0.054,-0.02,0.044
1967,2,-0.227,0.062,-0.016,0.044
1967,3,0.039,0.047,-0.019,0.043
1967,4,0.003,0.051,-0.002,0.042
1967,5,0.208,0.068,-0.008,0.041
1967,6,0.001,0.058,-0.009,0.041
1967,7,0.031,0.065,-0.019,0.041
1967,8,0.005,0.076,-0.012,0.04
1967,9,-0.037,0.054,-0.006,0.04
1967,10,0.056,0.046,-0.01,0.039
1967,11,-0.095,0.048,-0.038,0.038
1967,12,-0.016,0.047,-0.043,0.037
1968,1,-0.191,0.052,-0.06,0.037
1968,2,-0.147,0.056,-0.069,0.037
1968,3,0.112,0.043,-0.085,0.037
1968,4,-0.051,0.075,-0.082,0.038
1968,5,-0.119,0.06,-0.08,0.038
1968,6,-0.063,0.049,-0.083,0.038
1968,7,-0.173,0.054,-0.069,0.039
1968,8,-0.109,0.051,-0.065,0.04
1968,9,-0.228,0.061,-0.078,0.039
1968,10,0.092,0.097,-0.059,0.039
1968,11,-0.068,0.05,-0.03,0.038
1968,12,-0.048,0.041,-0.014,0.039
1969,1,-0.025,0.044,-0.006,0.04
1969,2,-0.105,0.043,0.003,0.039
1969,3,-0.033,0.056,0.026,0.036
1969,4,0.17,0.05,0.025,0.035
1969,5,0.232,0.05,0.038,0.034
1969,6,0.121,0.075,0.066,0.034
1969,7,-0.078,0.046,0.081,0.034
1969,8,0.011,0.044,0.104,0.034
1969,9,0.038,0.054,0.108,0.033
1969,10,0.085,0.061,0.098,0.033
1969,11,0.085,0.055,0.079,0.033
1969,12,0.292,0.057,0.066,0.033
1970,1,0.153,0.039,0.071,0.032
1970,2,0.174,0.039,0.062,0.032
1970,3,0.014,0.051,0.066,0.031
1970,4,0.054,0.051,0.06,0.031
1970,5,-0.003,0.038,0.048,0.03
1970,6,-0.036,0.038,0.015,0.029
1970,7,-0.016,0.052,-0.002,0.029
1970,8,-0.098,0.047,-0.033,0.028
1970,9,0.085,0.041,-0.054,0.028
1970,10,0.01,0.047,-0.066,0.028
1970,11,-0.06,0.053,-0.071,0.028
1970,12,-0.103,0.036,-0.078,0.028
1971,1,-0.048,0.035,-0.085,0.028
1971,2,-0.197,0.036,-0.082,0.028
1971,3,-0.24,0.043,-0.093,0.028
1971,4,-0.081,0.045,-0.098,0.028
1971,5,-0.069,0.051,-0.101,0.028
1971,6,-0.12,0.041,-0.101,0.028
1971,7,-0.095,0.049,-0.118,0.028
1971,8,-0.071,0.049,-0.118,0.027
1971,9,-0.044,0.057,-0.099,0.027
1971,10,-0.052,0.041,-0.092,0.027
1971,11,-0.086,0.039,-0.081,0.028
1971,12,-0.114,0.037,-0.067,0.028
1972,1,-0.25,0.046,-0.061,0.028
1972,2,-0.199,0.035,-0.04,0.028
1972,3,-0.013,0.061,-0.034,0.029
1972,4,0.01,0.039,-0.028,0.029
1972,5,0.058,0.044,-0.021,0.029
1972,6,0.051,0.06,0.008,0.029
1972,7,-0.021,0.06,0.05,0.029
1972,8,0.181,0.064,0.089,0.029
1972,9,0.022,0.068,0.105,0.03
1972,10,0.019,0.066,0.129,0.03
1972,11,0,0.041,0.146,0.03
1972,12,0.237,0.036,0.158,0.03
1973,1,0.251,0.042,0.165,0.03
1973,2,0.27,0.039,0.154,0.029
1973,3,0.183,0.035,0.154,0.03
1973,4,0.297,0.052,0.159,0.03
1973,5,0.264,0.039,0.16,0.03
1973,6,0.188,0.042,0.141,0.03
1973,7,0.066,0.051,0.107,0.03
1973,8,0.05,0.071,0.059,0.03
1973,9,0.027,0.056,0.033,0.031
1973,10,0.078,0.051,0.002,0.033
1973,11,0.014,0.041,-0.022,0.035
1973,12,0,0.038,-0.037,0.034
1974,1,-0.155,0.041,-0.047,0.033
1974,2,-0.3,0.038,-0.037,0.034
1974,3,-0.133,0.055,-0.043,0.035
1974,4,-0.07,0.052,-0.053,0.035
1974,5,-0.026,0.054,-0.061,0.035
1974,6,0.001,0.045,-0.067,0.036
1974,7,-0.047,0.054,-0.05,0.037
1974,8,0.174,0.062,-0.014,0.038
1974,9,-0.051,0.068,0.008,0.036
1974,10,-0.044,0.046,0.022,0.035
1974,11,-0.078,0.042,0.042,0.035
1974,12,-0.078,0.062,0.046,0.035
1975,1,0.057,0.046,0.046,0.034
1975,2,0.132,0.047,0.016,0.035
1975,3,0.129,0.038,0.017,0.034
1975,4,0.1,0.048,0.014,0.034
1975,5,0.213,0.051,0.002,0.034
1975,6,0.04,0.073,0,0.034
1975,7,-0.042,0.06,-0.006,0.033
1975,8,-0.191,0.07,-0.024,0.034
1975,9,-0.039,0.051,-0.055,0.033
1975,10,-0.073,0.052,-0.07,0.033
1975,11,-0.22,0.042,-0.109,0.033
1975,12,-0.101,0.04,-0.126,0.032
1976,1,-0.017,0.051,-0.126,0.034
1976,2,-0.091,0.039,-0.122,0.037
1976,3,-0.242,0.043,-0.121,0.038
1976,4,-0.075,0.046,-0.131,0.038
1976,5,-0.253,0.058,-0.115,0.038
1976,6,-0.168,0.057,-0.093,0.039
1976,7,-0.044,0.117,-0.064,0.039
1976,8,-0.138,0.105,-0.036,0.04
1976,9,-0.033,0.049,0,0.041
1976,10,-0.191,0.058,0.032,0.039
1976,11,-0.034,0.045,0.086,0.042
1976,12,0.171,0.05,0.13,0.041
1977,1,0.329,0.049,0.153,0.037
1977,2,0.25,0.048,0.189,0.035
1977,3,0.19,0.045,0.199,0.034
1977,4,0.305,0.04,0.225,0.033
1977,5,0.392,0.083,0.243,0.033
1977,6,0.361,0.04,0.236,0.033
1977,7,0.239,0.044,0.221,0.033
1977,8,0.294,0.052,0.217,0.033
1977,9,0.084,0.045,0.217,0.032
1977,10,0.119,0.055,0.21,0.032
1977,11,0.187,0.043,0.192,0.031
1977,12,0.088,0.049,0.166,0.031
1978,1,0.149,0.05,0.154,0.031
1978,2,0.202,0.043,0.115,0.031
1978,3,0.187,0.041,0.118,0.031
1978,4,0.217,0.059,0.11,0.032
1978,5,0.184,0.04,0.107,0.032
1978,6,0.039,0.041,0.112,0.032
1978,7,0.099,0.056,0.116,0.032
1978,8,-0.169,0.051,0.095,0.031
1978,9,0.118,0.05,0.094,0.031
1978,10,0.014,0.046,0.096,0.03
1978,11,0.151,0.047,0.087,0.029
1978,12,0.149,0.047,0.093,0.029
1979,1,0.205,0.037,0.088,0.029
1979,2,-0.057,0.039,0.117,0.028
1979,3,0.18,0.045,0.131,0.028
1979,4,0.236,0.038,0.15,0.028
1979,5,0.077,0.032,0.16,0.029
1979,6,0.108,0.055,0.191,0.029
1979,7,0.049,0.044,0.207,0.028
1979,8,0.178,0.038,0.251,0.028
1979,9,0.281,0.041,0.267,0.026
1979,10,0.247,0.049,0.283,0.026
1979,11,0.271,0.037,0.312,0.028
1979,12,0.511,0.032,0.324,0.028
1980,1,0.399,0.043,0.35,0.032
1980,2,0.478,0.034,0.361,0.041
1980,3,0.365,0.055,0.356,0.045
1980,4,0.429,0.082,0.351,0.049
1980,5,0.433,0.061,0.351,0.049
1980,6,0.249,0.052,0.33,0.05
1980,7,0.363,0.099,0.347,0.05
1980,8,0.312,0.16,0.343,0.048
1980,9,0.209,0.062,0.35,0.047
1980,10,0.188,0.057,0.341,0.042
1980,11,0.281,0.043,0.328,0.036
1980,12,0.25,0.032,0.339,0.035
1981,1,0.602,0.043,0.341,0.031
1981,2,0.431,0.044,0.35,0.029
1981,3,0.448,0.048,0.352,0.029
1981,4,0.321,0.036,0.348,0.028
1981,5,0.282,0.06,0.341,0.028
1981,6,0.384,0.061,0.363,0.028
1981,7,0.388,0.052,0.325,0.028
1981,8,0.421,0.072,0.302,0.029
1981,9,0.226,0.069,0.263,0.029
1981,10,0.141,0.064,0.244,0.029
1981,11,0.2,0.041,0.237,0.031
1981,12,0.509,0.046,0.215,0.032
1982,1,0.145,0.041,0.195,0.033
1982,2,0.161,0.042,0.168,0.034
1982,3,-0.023,0.043,0.161,0.033
1982,4,0.094,0.052,0.16,0.034
1982,5,0.198,0.042,0.151,0.035
1982,6,0.118,0.049,0.145,0.035
1982,7,0.146,0.053,0.174,0.034
1982,8,0.095,0.048,0.198,0.034
1982,9,0.142,0.05,0.229,0.034
1982,10,0.131,0.044,0.249,0.034
1982,11,0.092,0.042,0.265,0.034
1982,12,0.439,0.045,0.276,0.034
1983,1,0.494,0.036,0.278,0.033
1983,2,0.449,0.044,0.301,0.033
1983,3,0.351,0.039,0.323,0.034
1983,4,0.333,0.039,0.325,0.035
1983,5,0.389,0.044,0.339,0.034
1983,6,0.245,0.048,0.323,0.034
1983,7,0.17,0.053,0.307,0.033
1983,8,0.372,0.05,0.281,0.033
1983,9,0.406,0.069,0.275,0.033
1983,10,0.162,0.053,0.261,0.033
1983,11,0.256,0.054,0.261,0.033
1983,12,0.243,0.045,0.25,0.035
1984,1,0.306,0.037,0.24,0.033
1984,2,0.143,0.043,0.223,0.032
1984,3,0.279,0.053,0.207,0.032
1984,4,0.167,0.069,0.203,0.033
1984,5,0.387,0.051,0.18,0.032
1984,6,0.105,0.08,0.158,0.032
1984,7,0.055,0.053,0.158,0.032
1984,8,0.166,0.045,0.151,0.032
1984,9,0.217,0.048,0.142,0.031
1984,10,0.111,0.054,0.141,0.03
1984,11,-0.015,0.04,0.126,0.03
1984,12,-0.024,0.04,0.133,0.03
1985,1,0.31,0.038,0.128,0.03
1985,2,0.054,0.035,0.131,0.03
1985,3,0.166,0.037,0.125,0.029
1985,4,0.162,0.042,0.127,0.03
1985,5,0.209,0.044,0.134,0.03
1985,6,0.185,0.062,0.155,0.029
1985,7,-0.005,0.058,0.15,0.028
1985,8,0.201,0.051,0.183,0.028
1985,9,0.151,0.052,0.19,0.029
1985,10,0.13,0.062,0.204,0.029
1985,11,0.069,0.042,0.21,0.029
1985,12,0.224,0.05,0.205,0.028
1986,1,0.259,0.057,0.216,0.028
1986,2,0.442,0.037,0.215,0.028
1986,3,0.258,0.038,0.21,0.028
1986,4,0.321,0.038,0.211,0.028
1986,5,0.284,0.05,0.212,0.028
1986,6,0.127,0.051,0.21,0.028
1986,7,0.121,0.043,0.219,0.029
1986,8,0.188,0.049,0.216,0.029
1986,9,0.093,0.057,0.212,0.029
1986,10,0.148,0.041,0.209,0.029
1986,11,0.08,0.036,0.212,0.028
1986,12,0.199,0.042,0.235,0.028
1987,1,0.369,0.043,0.262,0.027
1987,2,0.408,0.04,0.274,0.027
1987,3,0.21,0.037,0.296,0.028
1987,4,0.286,0.039,0.311,0.028
1987,5,0.319,0.038,0.322,0.028
1987,6,0.396,0.036,0.348,0.028
1987,7,0.45,0.038,0.366,0.029
1987,8,0.332,0.042,0.369,0.028
1987,9,0.353,0.051,0.39,0.028
1987,10,0.33,0.044,0.408,0.028
1987,11,0.207,0.037,0.419,0.028
1987,12,0.521,0.036,0.423,0.028
1988,1,0.58,0.034,0.413,0.029
1988,2,0.445,0.035,0.421,0.029
1988,3,0.457,0.043,0.425,0.029
1988,4,0.501,0.039,0.425,0.029
1988,5,0.452,0.057,0.413,0.029
1988,6,0.446,0.047,0.394,0.03
1988,7,0.337,0.044,0.353,0.03
1988,8,0.424,0.043,0.346,0.03
1988,9,0.398,0.035,0.333,0.031
1988,10,0.327,0.053,0.319,0.031
1988,11,0.062,0.039,0.292,0.031
1988,12,0.303,0.04,0.268,0.031
1989,1,0.088,0.041,0.268,0.031
1989,2,0.36,0.035,0.261,0.031
1989,3,0.297,0.042,0.257,0.032
1989,4,0.335,0.039,0.257,0.033
1989,5,0.126,0.045,0.264,0.032
1989,6,0.158,0.05,0.276,0.032
1989,7,0.335,0.055,0.306,0.032
1989,8,0.343,0.07,0.309,0.032
1989,9,0.354,0.058,0.346,0.032
1989,10,0.328,0.048,0.372,0.033
1989,11,0.139,0.043,0.408,0.032
1989,12,0.455,0.046,0.429,0.032
1990,1,0.443,0.04,0.44,0.032
1990,2,0.401,0.036,0.441,0.032
1990,3,0.734,0.049,0.438,0.033
1990,4,0.65,0.04,0.448,0.033
1990,5,0.558,0.037,0.468,0.031
1990,6,0.407,0.045,0.467,0.031
1990,7,0.474,0.064,0.468,0.03
1990,8,0.354,0.046,0.48,0.03
1990,9,0.315,0.067,0.451,0.03
1990,10,0.44,0.05,0.446,0.03
1990,11,0.39,0.072,0.436,0.03
1990,12,0.435,0.041,0.449,0.03
1991,1,0.462,0.039,0.453,0.03
1991,2,0.54,0.042,0.463,0.03
1991,3,0.387,0.046,0.475,0.03
1991,4,0.594,0.039,0.467,0.03
1991,5,0.441,0.04,0.459,0.029
1991,6,0.559,0.037,0.456,0.029
1991,7,0.524,0.063,0.461,0.03
1991,8,0.466,0.041,0.454,0.03
1991,9,0.461,0.05,0.46,0.031
1991,10,0.348,0.044,0.439,0.031
1991,11,0.294,0.049,0.431,0.031
1991,12,0.398,0.037,0.409,0.032
1992,1,0.522,0.045,0.378,0.031
1992,2,0.453,0.061,0.35,0.032
1992,3,0.459,0.058,0.311,0.033
1992,4,0.341,0.039,0.286,0.034
1992,5,0.351,0.037,0.262,0.034
1992,6,0.297,0.044,0.251,0.034
1992,7,0.143,0.038,0.243,0.034
1992,8,0.136,0.041,0.241,0.033
1992,9,-0.01,0.054,0.234,0.033
1992,10,0.048,0.053,0.236,0.033
1992,11,0.01,0.044,0.236,0.033
1992,12,0.265,0.07,0.237,0.033
1993,1,0.419,0.063,0.249,0.032
1993,2,0.44,0.042,0.255,0.033
1993,3,0.373,0.052,0.273,0.032
1993,4,0.357,0.034,0.293,0.032
1993,5,0.351,0.043,0.303,0.033
1993,6,0.315,0.042,0.301,0.031
1993,7,0.283,0.051,0.294,0.031
1993,8,0.21,0.041,0.267,0.03
1993,9,0.208,0.048,0.265,0.031
1993,10,0.289,0.044,0.272,0.031
1993,11,0.12,0.046,0.272,0.031
1993,12,0.25,0.046,0.284,0.031
1994,1,0.328,0.039,0.286,0.031
1994,2,0.114,0.048,0.288,0.031
1994,3,0.357,0.049,0.298,0.031
1994,4,0.433,0.042,0.312,0.031
1994,5,0.358,0.039,0.338,0.031
1994,6,0.456,0.039,0.351,0.031
1994,7,0.305,0.047,0.369,0.031
1994,8,0.24,0.055,0.425,0.032
1994,9,0.331,0.042,0.435,0.032
1994,10,0.453,0.044,0.446,0.033
1994,11,0.432,0.04,0.449,0.032
1994,12,0.411,0.035,0.454,0.031
1995,1,0.543,0.04,0.475,0.031
1995,2,0.786,0.039,0.501,0.03
1995,3,0.47,0.041,0.507,0.03
1995,4,0.573,0.038,0.512,0.03
1995,5,0.387,0.044,0.515,0.03
1995,6,0.521,0.046,0.509,0.03
1995,7,0.55,0.049,0.493,0.03
1995,8,0.555,0.043,0.478,0.029
1995,9,0.405,0.046,0.475,0.029
1995,10,0.514,0.045,0.466,0.029
1995,11,0.461,0.048,0.461,0.029
1995,12,0.348,0.04,0.44,0.028
1996,1,0.352,0.038,0.425,0.029
1996,2,0.598,0.045,0.422,0.029
1996,3,0.44,0.033,0.413,0.028
1996,4,0.457,0.036,0.387,0.029
1996,5,0.327,0.04,0.384,0.029
1996,6,0.271,0.035,0.396,0.029
1996,7,0.369,0.046,0.4,0.03
1996,8,0.528,0.048,0.386,0.03
1996,9,0.292,0.046,0.396,0.03
1996,10,0.204,0.046,0.399,0.031
1996,11,0.425,0.052,0.408,0.03
1996,12,0.489,0.04,0.437,0.03
1997,1,0.395,0.047,0.441,0.03
1997,2,0.438,0.041,0.436,0.031
1997,3,0.553,0.035,0.459,0.03
1997,4,0.494,0.046,0.501,0.029
1997,5,0.435,0.046,0.524,0.029
1997,6,0.623,0.043,0.54,0.03
1997,7,0.41,0.05,0.563,0.03
1997,8,0.47,0.045,0.602,0.03
1997,9,0.575,0.067,0.611,0.03
1997,10,0.705,0.049,0.637,0.031
1997,11,0.705,0.047,0.665,0.031
1997,12,0.674,0.042,0.68,0.032
1998,1,0.678,0.037,0.706,0.031
1998,2,0.897,0.038,0.731,0.031
1998,3,0.669,0.044,0.725,0.031
1998,4,0.804,0.039,0.708,0.031
1998,5,0.769,0.043,0.69,0.032
1998,6,0.8,0.06,0.689,0.032
1998,7,0.732,0.047,0.676,0.032
1998,8,0.764,0.048,0.66,0.031
1998,9,0.508,0.042,0.636,0.031
1998,10,0.49,0.049,0.604,0.031
1998,11,0.49,0.04,0.569,0.031
1998,12,0.665,0.038,0.539,0.031
1999,1,0.527,0.038,0.512,0.031
1999,2,0.698,0.047,0.479,0.031
1999,3,0.387,0.043,0.477,0.031
1999,4,0.412,0.04,0.469,0.031
1999,5,0.349,0.042,0.461,0.031
1999,6,0.442,0.049,0.447,0.03
1999,7,0.409,0.043,0.432,0.031
1999,8,0.375,0.046,0.424,0.031
1999,9,0.475,0.046,0.439,0.03
1999,10,0.396,0.064,0.457,0.03
1999,11,0.395,0.038,0.462,0.03
1999,12,0.499,0.041,0.463,0.03
2000,1,0.347,0.033,0.462,0.03
2000,2,0.602,0.038,0.472,0.03
2000,3,0.56,0.035,0.471,0.029
2000,4,0.633,0.038,0.462,0.029
2000,5,0.413,0.036,0.457,0.029
2000,6,0.45,0.041,0.446,0.029
2000,7,0.397,0.044,0.462,0.028
2000,8,0.494,0.042,0.455,0.029
2000,9,0.468,0.045,0.459,0.029
2000,10,0.281,0.041,0.457,0.028
2000,11,0.344,0.034,0.473,0.028
2000,12,0.369,0.032,0.483,0.028
2001,1,0.538,0.041,0.499,0.029
2001,2,0.514,0.045,0.499,0.029
2001,3,0.601,0.033,0.507,0.029
2001,4,0.611,0.036,0.527,0.028
2001,5,0.607,0.039,0.558,0.029
2001,6,0.572,0.041,0.584,0.029
2001,7,0.586,0.046,0.606,0.03
2001,8,0.499,0.041,0.625,0.029
2001,9,0.56,0.047,0.653,0.029
2001,10,0.518,0.044,0.659,0.029
2001,11,0.716,0.043,0.666,0.029
2001,12,0.691,0.041,0.667,0.029
2002,1,0.796,0.042,0.671,0.029
2002,2,0.744,0.038,0.678,0.028
2002,3,0.937,0.038,0.689,0.028
2002,4,0.681,0.041,0.698,0.028
2002,5,0.695,0.041,0.688,0.028
2002,6,0.586,0.045,0.68,0.028
2002,7,0.625,0.041,0.682,0.028
2002,8,0.584,0.037,0.673,0.027
2002,9,0.7,0.04,0.644,0.027
2002,10,0.626,0.046,0.64,0.027
2002,11,0.592,0.035,0.638,0.027
2002,12,0.591,0.036,0.631,0.027
2003,1,0.831,0.04,0.627,0.027
2003,2,0.628,0.035,0.635,0.027
2003,3,0.592,0.036,0.635,0.027
2003,4,0.635,0.034,0.646,0.027
2003,5,0.67,0.036,0.642,0.028
2003,6,0.504,0.04,0.661,0.028
2003,7,0.575,0.043,0.648,0.028
2003,8,0.679,0.043,0.658,0.028
2003,9,0.703,0.039,0.662,0.028
2003,10,0.757,0.049,0.667,0.029
2003,11,0.541,0.048,0.647,0.03
2003,12,0.817,0.041,0.642,0.029
2004,1,0.679,0.042,0.616,0.029
2004,2,0.743,0.034,0.601,0.028
2004,3,0.638,0.033,0.589,0.029
2004,4,0.697,0.042,0.58,0.028
2004,5,0.428,0.051,0.594,0.027
2004,6,0.449,0.043,0.573,0.028
2004,7,0.263,0.05,0.585,0.028
2004,8,0.499,0.036,0.581,0.028
2004,9,0.561,0.061,0.592,0.028
2004,10,0.647,0.039,0.596,0.028
2004,11,0.702,0.041,0.619,0.027
2004,12,0.572,0.041,0.64,0.027
2005,1,0.82,0.047,0.67,0.028
2005,2,0.695,0.038,0.684,0.028
2005,3,0.774,0.033,0.701,0.028
2005,4,0.746,0.042,0.716,0.028
2005,5,0.702,0.035,0.718,0.027
2005,6,0.703,0.039,0.736,0.027
2005,7,0.622,0.04,0.723,0.027
2005,8,0.664,0.036,0.736,0.027
